,username,content,c_bag_of_words,date,tweet_id,outlinks,n_links,url,n_likes,n_quotes,language,replies,tweet_quotes,tweet_likers,count,quoted,liked,day_day,period,hashtags,emojis,cluster
106,ExTinounou,devant la ceremonie de cloture des jeux,devant ceremonie cloture jeu,2022-07-06 20:32:30+00:00,1544781354939850752,,0,https://twitter.com/ExTinounou/status/1544781354939850752,1,0,fr,0,,,1,0,0,2022-07-06,1.0,#Oran2022,✌🏼,2
107,BelindaSidAhmed,"wahran  le comite international olympique na jamais vu ca, cest pas possible",wahran comite international olympique na jamais voir ca cest possible,2022-07-06 20:11:33+00:00,1544776083127635970,,0,https://twitter.com/BelindaSidAhmed/status/1544776083127635970,1,0,fr,0,,,1,0,0,2022-07-06,1.0,#Oran2022 #JMOran2022 #JeuxMediterraneens,😱 💥 🔥 😍,1
108,Algrienouvelle5,"la foule qui se trouve actuellement autour du nouveau stade (entierement rempli depuis 1 heure) , y'a qu'en algerie que tu peux voir ces images.    https://t.co/hyhwzyeipr",foule trouve actuellement autour nouveau stade ( remplir depuis 1 heure y' que algerie pouvoir voir image https://t.co/hyhwzyeipr,2022-07-06 20:09:17+00:00,1544775514627375105,,0,https://twitter.com/Algrienouvelle5/status/1544775514627375105,73,3,fr,1,"{1158654202400452608: {'uid': 1158654202400452608, 'name': 'علي', 'username': 'MoutWa9ef', 'tweet_id': 1544843251206672384, 'tweet_text': 'Merci Oran https://t.co/iEG8XdZasX'}, 1248594114846875655: {'uid': 1248594114846875655, 'name': '💜🇩🇿🤍', 'username': 'Scenery1tae', 'tweet_id': 1544799337619886083, 'tweet_text': ""Si c'était moi j'aurai fait pareille rien que pour les feux d'artifice 😭😭😭😭 https://t.co/AxnI4wBGuY""}, 838149399045947392: {'uid': 838149399045947392, 'name': 'Neïla Paye', 'username': 'Neila11121', 'tweet_id': 1544779706008051713, 'tweet_text': 'Ouais bon les coups de matraque et les bougs qui poussent des gosses et des vieux voila quoi ^^ https://t.co/zBKG3IpYs9'}}","{3720058461: {'uid': 3720058461, 'name': 'amazigh', 'username': 'menad_ait'}, 1397637773021089801: {'uid': 1397637773021089801, 'name': 'Bendjebbour Abed', 'username': 'BendjebbourAbe1'}, 1447299483881152515: {'uid': 1447299483881152515, 'name': 'BMY YACINE', 'username': 'ChabaneChic'}, 3066624969: {'uid': 3066624969, 'name': 'el hoo', 'username': 'fe0a028382c94a4'}, 4782235123: {'uid': 4782235123, 'name': 'Daniel Bouaziria', 'username': 'd_bouaziria'}, 1077493182529789953: {'uid': 1077493182529789953, 'name': 'Hafsapriyanka', 'username': 'Hafsapriyanka1'}, 1539686996620238851: {'uid': 1539686996620238851, 'name': 'dg nad', 'username': 'nad_dg'}, 152453587: {'uid': 152453587, 'name': ""Hello it's me"", 'username': 'sos_officiel'}, 909037723: {'uid': 909037723, 'name': '@fecharmouloud', 'username': 'fechar_miloud'}, 259086928: {'uid': 259086928, 'name': 'khadija Dz (🇨🇦🇩🇿)', 'username': 'khadijabelmess'}, 1544294140095221762: {'uid': 1544294140095221762, 'name': 'raouf', 'username': 'raoufko10'}, 1234534274558242819: {'uid': 1234534274558242819, 'name': 'Serrai Abdelkader', 'username': 'SerraiAbdelkad4'}, 1362093044540059664: {'uid': 1362093044540059664, 'name': 'its.ryadbn', 'username': 'XorialFn'}, 923595154963025920: {'uid': 923595154963025920, 'name': 'Lach hass', 'username': 'Lachhass1'}, 1498938977533009920: {'uid': 1498938977533009920, 'name': 'Adel 🇩🇿', 'username': 'ade1_code'}, 1485234926891028489: {'uid': 1485234926891028489, 'name': 'Bkiller_sala', 'username': 'Bkillerchou'}, 1532262785731768320: {'uid': 1532262785731768320, 'name': 'Amir malik', 'username': 'Amir_el_Malik'}, 2982553515: {'uid': 2982553515, 'name': 'nada dz', 'username': 'BlancYouba'}, 792638134878076928: {'uid': 792638134878076928, 'name': 'Flě Vīę', 'username': 'gXnJF6UN5WKNpO1'}, 1446942861107384325: {'uid': 1446942861107384325, 'name': 'Hala Madrid 🤍👑', 'username': 'hedoucidhikra'}, 1107338840015073280: {'uid': 1107338840015073280, 'name': 'Yasmeen 🇩🇿', 'username': 'YasmineAidoud'}, 1313511612150616065: {'uid': 1313511612150616065, 'name': 'ysrh91', 'username': 'user559316'}, 1158654202400452608: {'uid': 1158654202400452608, 'name': 'علي', 'username': 'MoutWa9ef'}, 1260552111244414976: {'uid': 1260552111244414976, 'name': '🌷🌷الرحيق المختوم🌷🌷', 'username': 'ogab40180677'}, 1515699743686598664: {'uid': 1515699743686598664, 'name': 'manel', 'username': '_manelle11'}, 1455971846889873411: {'uid': 1455971846889873411, 'name': 'AssXa🫀', 'username': 'Axmxa28'}, 1455665716359794692: {'uid': 1455665716359794692, 'name': 'Bylkus🇩🇿', 'username': 'Bylkus09'}, 1330303347606384642: {'uid': 1330303347606384642, 'name': 'Feriaaal', 'username': 'feriaaal'}, 869332344100073473: {'uid': 869332344100073473, 'name': 'nouria_fkh', 'username': 'Nounou_dz93'}, 1242277286109261824: {'uid': 1242277286109261824, 'name': 'Farouk Barka', 'username': 'FaroukBarka5'}, 1242500275384070144: {'uid': 1242500275384070144, 'name': 'sarioucha', 'username': 'sarioucha'}, 1542631932621737984: {'uid': 1542631932621737984, 'name': 'محمد محمد', 'username': 'MOHAMMEDabbas1M'}, 1272440179555532801: {'uid': 1272440179555532801, 'name': 'esra_noor✨💗', 'username': 'esrabiligic'}, 742371309846401024: {'uid': 742371309846401024, 'name': 'amine31000', 'username': 'amineStepway'}, 1247921321436237830: {'uid': 1247921321436237830, 'name': 'chaibi amine', 'username': 'chaibiamine5'}, 1414894520936841217: {'uid': 1414894520936841217, 'name': 'Damia', 'username': 'damiyy6'}, 1337355529677647872: {'uid': 1337355529677647872, 'name': 'fares.kch', 'username': 'Jax18412386'}, 1534645876878106624: {'uid': 1534645876878106624, 'name': 'Amine Bellahouel', 'username': 'AmineBellahoue3'}, 1238569234373980160: {'uid': 1238569234373980160, 'name': 'LouBna LEmaini 🇩🇿', 'username': 'lemaini_loubna'}, 804391114706919424: {'uid': 804391114706919424, 'name': 'paradou ac', 'username': 'AcParadou'}, 956186689: {'uid': 956186689, 'name': '@himme@', 'username': 'himme6'}, 1500170437166252039: {'uid': 1500170437166252039, 'name': 'Khadidja Abdesselem', 'username': 'KhadidjaAbdess5'}, 1441076782547935238: {'uid': 1441076782547935238, 'name': 'Mauvais Œil', 'username': 'mauvais_oeill'}, 1248594114846875655: {'uid': 1248594114846875655, 'name': '💜🇩🇿🤍', 'username': 'Scenery1tae'}, 398019791: {'uid': 398019791, 'name': 'Nacer bentaher', 'username': 'ziiad15'}, 1216469074806476800: {'uid': 1216469074806476800, 'name': '\u200f🇩🇿💪\uea00الحـــ❤️ـــرة \uea00💪🇵🇸', 'username': 'Kawkawa2022'}, 1242243972392783872: {'uid': 1242243972392783872, 'name': 'Bentalebreda', 'username': 'Red_ben213'}, 1101987154186682369: {'uid': 1101987154186682369, 'name': '👙', 'username': 'HblSana'}, 1154076788231987201: {'uid': 1154076788231987201, 'name': 'Born Pink 💗 🇩🇿#FreePalestine🇵🇸', 'username': 'theworldofshery'}, 1469284047381741573: {'uid': 1469284047381741573, 'name': 'Mounib Mechaoud', 'username': 'MMechaoud'}, 1478380039699898369: {'uid': 1478380039699898369, 'name': 'Alilou Dz 🇩🇿🇵🇸', 'username': 'AlilouDZ8731'}, 1471202873220505605: {'uid': 1471202873220505605, 'name': 'zina', 'username': 'DBnghladash'}, 1035858018762727424: {'uid': 1035858018762727424, 'name': 'سهيلة 🇩🇿❤️🇩🇿', 'username': 'so0uhaila'}, 1178439130352689153: {'uid': 1178439130352689153, 'name': 'ABDENNOUZ Ahlem', 'username': 'PelinAhlem'}, 1204148136689713153: {'uid': 1204148136689713153, 'name': 'Ben Sidhoum Siham', 'username': 'SidhoumSiham'}, 1473779773696532484: {'uid': 1473779773696532484, 'name': 'Nina', 'username': 'Nina_Tim17'}, 1035684891256664064: {'uid': 1035684891256664064, 'name': 'Adel.Jr', 'username': 'adel39213'}, 1032343814: {'uid': 1032343814, 'name': 'Lelelou', 'username': 'mibouney'}, 1333476209456517134: {'uid': 1333476209456517134, 'name': 'akms93csl🇩🇿', 'username': 'Moh55173110'}, 353731032: {'uid': 353731032, 'name': 'Raùl Karim 🇩🇿 🌟🌟', 'username': 'GonzalezKarim'}, 2208943651: {'uid': 2208943651, 'name': 'sarra bk 🇩🇿♥', 'username': 'sarora25042565'}, 1409228464675340295: {'uid': 1409228464675340295, 'name': 'Rym ABDOU', 'username': 'RymHadir'}, 1175063918840074245: {'uid': 1175063918840074245, 'name': '✨', 'username': 'ccjsuispersonne'}, 152601258: {'uid': 152601258, 'name': 'Ibra Z', 'username': 'IbraZ__'}, 306286947: {'uid': 306286947, 'name': 'gustav', 'username': 'platocheee'}, 810132963178455040: {'uid': 810132963178455040, 'name': 'kahwahlibmillefeuille☕️🥛🦁🇩🇿', 'username': 'gonesdu069'}}",1,1,1,2022-07-06,1.0,#Algerie #Algeria #Oran2022 #Oran_au_coeur #JeuxMediterraneens #الألعاب_المتوسطية2022 #ألعاب_البحر_الأبيض_المتوسط,🇩🇿 😳 😍 ❤️,1
109,morteSOUCHE,une reussite ces !!!   quant aux moorish ?   !!!  https://t.co/ymwayeqzpj,reussite ! quant moorish ! https://t.co/ymwayeqzpj,2022-07-06 19:51:35+00:00,1544771058510827524,,0,https://twitter.com/morteSOUCHE/status/1544771058510827524,0,0,fr,0,,,1,0,0,2022-07-06,1.0,#JeuxMediterraneens #Oran2022 #oran_au_coeur,🇩🇿 😍 🖕 🖕 😉,1
110,Algrienouvelle5,la presidente de l'ethiopie vient d'arriver a pour assister a la ceremonie de cloture des .  https://t.co/kwd7nur68u,presidente le venir de avoir assister avoir ceremonie cloture https://t.co/kwd7nur68u,2022-07-06 19:37:06+00:00,1544767414008791042,,0,https://twitter.com/Algrienouvelle5/status/1544767414008791042,8,0,fr,1,,,1,0,0,2022-07-06,1.0,#Oran #JeuxMediterraneens #Oran2022. #Algeria #Oran #oran_au_coeur #الألعاب_المتوسطية2022 #ألعاب_البحر_الأبيض_المتوسط #وهران_في_القلب #وهران_2022 #الجزائر,🇩🇿 ❤️ 😍,1
111,Algrienouvelle5,le nouveau stade d'oran est plein a craquer a une demi-heure du debut de la ceremonie de cloture des .  https://t.co/en8ow4zezk,nouveau stade de plein avoir craquer avoir demi-heure debut ceremonie cloture https://t.co/en8ow4zezk,2022-07-06 19:32:11+00:00,1544766176756224002,,0,https://twitter.com/Algrienouvelle5/status/1544766176756224002,18,0,fr,0,,"{2982553515: {'uid': 2982553515, 'name': 'nada dz', 'username': 'BlancYouba'}, 1537179603885821953: {'uid': 1537179603885821953, 'name': 'Bouchra Kh', 'username': 'Bouchra_Khe'}, 1260552111244414976: {'uid': 1260552111244414976, 'name': '🌷🌷الرحيق المختوم🌷🌷', 'username': 'ogab40180677'}, 1425714362136895497: {'uid': 1425714362136895497, 'name': 'Safouan AMINE TORCHAOUI', 'username': 'MinoSafouan'}, 1150745711216144385: {'uid': 1150745711216144385, 'name': 'Rima', 'username': 'Rima89386016'}, 1154076788231987201: {'uid': 1154076788231987201, 'name': 'Born Pink 💗 🇩🇿#FreePalestine🇵🇸', 'username': 'theworldofshery'}, 1204148136689713153: {'uid': 1204148136689713153, 'name': 'Ben Sidhoum Siham', 'username': 'SidhoumSiham'}, 1390762527034839042: {'uid': 1390762527034839042, 'name': 'Fatma Taleb', 'username': 'FatmaTaleb13'}, 1242322411980238848: {'uid': 1242322411980238848, 'name': 'Mebchiche Fadie', 'username': 'MebchicheF'}, 709516663683751936: {'uid': 709516663683751936, 'name': 'Harvey Specter 🎩♟🐺', 'username': 'OualiDZ10'}, 726729107275390976: {'uid': 726729107275390976, 'name': 'Brahim Lahiani', 'username': 'brahimpharm'}, 1477433694055014402: {'uid': 1477433694055014402, 'name': '🇩🇿🥷', 'username': 'elbm213'}, 1184471468610084864: {'uid': 1184471468610084864, 'name': 'Saïfouhemïcï', 'username': 'Saifouhemici6'}, 913347106374549504: {'uid': 913347106374549504, 'name': '#TacticienDévastéEffondré', 'username': 'MohamedBrahdji'}, 1372979205047209997: {'uid': 1372979205047209997, 'name': 'imene🖇', 'username': 'imene_btch'}, 449343536: {'uid': 449343536, 'name': 'Assia', 'username': 'Ayahusaca'}, 1221527081219252230: {'uid': 1221527081219252230, 'name': 'F A R O U K', 'username': 'farouk_z19'}, 152601258: {'uid': 152601258, 'name': 'Ibra Z', 'username': 'IbraZ__'}}",1,0,1,2022-07-06,1.0,#JeuxMediterraneens #Oran2022. #Algeria #Oran #oran_au_coeur #الجزائر #وهران_في_القلب #الألعاب_المتوسطية2022 #ألعاب_البحر_الأبيض_المتوسط,🇩🇿 😍 ❤️,1
112,Ex_May_N_H,les delegations des athletes de retour chez eux  merci oran   https://t.co/kqpgyntss7,delegation athlete retour chez merci oran https://t.co/kqpgyntss7,2022-07-06 19:31:05+00:00,1544765901240680451,,0,https://twitter.com/Ex_May_N_H/status/1544765901240680451,37,1,fr,2,"{1446603041692651524: {'uid': 1446603041692651524, 'name': 'Momo Sanchez', 'username': 'DZmomo13', 'tweet_id': 1545121320404484097, 'tweet_text': '😂😂😂😂😂 https://t.co/tqhZTIdXeP'}}","{811325921185570816: {'uid': 811325921185570816, 'name': 'SamirTOO', 'username': 'OSamirrimsa'}, 1286225549745168389: {'uid': 1286225549745168389, 'name': 'FaresFares', 'username': 'FaresFares98'}, 1526941944383000576: {'uid': 1526941944383000576, 'name': 'Nadjia zen', 'username': 'NadjiaZen'}, 795673867368955905: {'uid': 795673867368955905, 'name': 'BK', 'username': 'BKarbadji'}, 1457350537465245701: {'uid': 1457350537465245701, 'name': 'Troudi', 'username': 'Troudi50499137'}, 854338633033297920: {'uid': 854338633033297920, 'name': 'Abdou', 'username': 'abdoumkbt'}, 1375936502631432194: {'uid': 1375936502631432194, 'name': 'Pegasus', 'username': 'PegasusParis'}, 1218166423543001088: {'uid': 1218166423543001088, 'name': 'Faust_Frog', 'username': 'Faust_Frog'}, 1534880630101749760: {'uid': 1534880630101749760, 'name': 'Ayaros77', 'username': 'Ayaross77'}, 1223875344886849537: {'uid': 1223875344886849537, 'name': 'Adoul', 'username': 'adelteb1623'}, 1500269071534891010: {'uid': 1500269071534891010, 'name': '𝙰𝚗𝚢𝚊', 'username': 'AnyaFCB'}, 2677234969: {'uid': 2677234969, 'name': 'Meriem Amellal', 'username': 'Meriem_F24'}, 1111210960079998976: {'uid': 1111210960079998976, 'name': 'Safia💞🇩🇿', 'username': 'Safou___31'}, 2451557466: {'uid': 2451557466, 'name': 'حنان MAHSAS HANANE', 'username': 'hananeshems'}, 832166576765988864: {'uid': 832166576765988864, 'name': 'الجزائر', 'username': 'Fakhred_ben1968'}, 1476550003862786050: {'uid': 1476550003862786050, 'name': 'Rawan', 'username': 'Rawan12101888'}, 617463106: {'uid': 617463106, 'name': 'tahar hanane', 'username': 'HananeTahar'}, 1425772338453303296: {'uid': 1425772338453303296, 'name': 'saadi selma', 'username': 'saadiselma1'}, 1472511094065348608: {'uid': 1472511094065348608, 'name': 'ness', 'username': 'mllelempika'}, 1317002120: {'uid': 1317002120, 'name': 'lacrizzz #AucunpartiPolitique', 'username': 'lacrizzz69'}, 848245249747144704: {'uid': 848245249747144704, 'name': '🪑🇩🇿asheiji⁷🍌🐟', 'username': 'GeniussYoongi'}, 246333399: {'uid': 246333399, 'name': '𝑮𝒖𝒔𝒕𝒂𝒗𝒐 🐔', 'username': 'AminSentenza'}, 1512490588960178176: {'uid': 1512490588960178176, 'name': 'The kabyle', 'username': 'SarahCo68750120'}, 410189748: {'uid': 410189748, 'name': 'AMostefai', 'username': 'amostefai'}, 1099377673: {'uid': 1099377673, 'name': 'rafmek', 'username': 'rafikmeknassi'}, 1419553755108872194: {'uid': 1419553755108872194, 'name': 'LoundjaDZ2', 'username': 'LoundjaDz2'}, 1009823996442005507: {'uid': 1009823996442005507, 'name': 'Sofiane', 'username': 'bsofiane6'}, 1093303159273996288: {'uid': 1093303159273996288, 'name': 'Chakib', 'username': 'Dreamlink31'}, 1509149630436630534: {'uid': 1509149630436630534, 'name': 'Belkis🇩🇿🇩🇿', 'username': 'Belkis93389888'}, 1113710134952431616: {'uid': 1113710134952431616, 'name': 'Abdelmoumin ACHAB - عبد المؤمن عشاب', 'username': 'AbdelmouminACH1'}, 1296264050775556098: {'uid': 1296264050775556098, 'name': 'Lewis خرا mille tonne', 'username': '1000Tonne'}, 1354914777949220865: {'uid': 1354914777949220865, 'name': 'Mohsen', 'username': 'Mohsenidal'}, 1358117880219512838: {'uid': 1358117880219512838, 'name': 'Kenza', 'username': 'Kenza01480239'}, 1307255128488112128: {'uid': 1307255128488112128, 'name': '🆅🅸🅳🅰🅻 ⵣ 🇩🇿', 'username': '___vidal__'}, 1516675044721758211: {'uid': 1516675044721758211, 'name': 'Mk Fg', 'username': 'MkFg58818983'}}",1,1,1,2022-07-06,1.0,#وهران_في_القلب,😭 😭 😂 😂 😂 😂 ❤️,1
113,at_mco,ceremonie de cloture organisation catastrophique un monde fou 0 circuit... https://t.co/kcypzfxcap,ceremonie cloture organisation catastrophique monde fou 0 circuit https://t.co/kcypzfxcap,2022-07-06 19:22:45+00:00,1544763803052670979,,0,https://twitter.com/at_mco/status/1544763803052670979,0,0,fr,0,,,1,0,0,2022-07-06,1.0,#Oran2022,,1
114,ausacoalition,"du 25 juin au 5 juillet, l#algerie a reussi lexploit dorganiser la pire edition des jeux mediterraneens de tous les temps.retour dans ce dossier sur des flops les plus spectaculaires de ce scandaleux et neanmoins risible",25 juin 5 juillet l#algerie avoir reussi lexploit dorganiser pire edition jeu mediterraneen tout temps.retour dossier flop plus spectaculaire scandaleux neanmoins risible,2022-07-06 18:43:45+00:00,1544753989438394370,https://lobservateur.info/epaper?date=2022-07-01,1,https://twitter.com/ausacoalition/status/1544753989438394370,4,0,fr,1,,,1,0,0,2022-07-06,1.0,"#Oran2022.

https://t.co/kOWXRT7eAK",,2
115,Ex_May_N_H,"merci oran .. t'as vraiment ete dans nos coeurs et tu demeureras .. merci a tous ceux qui ont fait que ces jeux soient une reussite.. merci aux athletes et au public  inchallah l'algerie daymen en haut, tres haut   ",merci oran .. te vraiment ete coeur demeurera .. merci avoir tout celui faire jeu reussite merci athlete public inchallah le daymen haut tre haut,2022-07-06 18:39:00+00:00,1544752791725522947,,0,https://twitter.com/Ex_May_N_H/status/1544752791725522947,24,0,fr,2,,"{1286225549745168389: {'uid': 1286225549745168389, 'name': 'FaresFares', 'username': 'FaresFares98'}, 745424954: {'uid': 745424954, 'name': 'Rahim lagarois', 'username': 'lagarois'}, 1023845551: {'uid': 1023845551, 'name': 'Corto M.', 'username': 'cherifsamirb'}, 1366562018896052226: {'uid': 1366562018896052226, 'name': '𝙄𝙨𝙡𝙚𝙢𝙞𝙣𝙝𝙤🇲🇫🇩🇿', 'username': 'Isleminho__'}, 2718048421: {'uid': 2718048421, 'name': 'timtim savoyard', 'username': 'timgad25'}, 1202145681860972545: {'uid': 1202145681860972545, 'name': 'Tounsi karim', 'username': 'Tounsikarim11'}, 1696633544: {'uid': 1696633544, 'name': 'HANNA❣🇩🇿❣', 'username': 'h_idayat'}, 1476259804641439818: {'uid': 1476259804641439818, 'name': 'latrick77', 'username': 'BoulachebChain'}, 872612552: {'uid': 872612552, 'name': 'Sofiane 🇩🇿', 'username': 'sofiane1395'}, 3012343145: {'uid': 3012343145, 'name': 'Krimo933', 'username': 'karimovic93300'}, 1379194472211304448: {'uid': 1379194472211304448, 'name': 'Wissam 🇩🇿', 'username': 'wiwidz16'}, 1320885514321481730: {'uid': 1320885514321481730, 'name': 'Manou Yahi', 'username': 'YahiManou'}, 967069652781289472: {'uid': 967069652781289472, 'name': 'kadi nessrine', 'username': 'kadi_nessrine'}, 4350940827: {'uid': 4350940827, 'name': 'lyndoulita', 'username': 'lyndoulita1'}, 1506270938530263051: {'uid': 1506270938530263051, 'name': 'al geria', 'username': 'algerbarbarouss'}, 246407204: {'uid': 246407204, 'name': 'خالد', 'username': 'paxadz'}, 516896018: {'uid': 516896018, 'name': 'yeddou', 'username': 'yeddoubelaid'}, 1159452118681604097: {'uid': 1159452118681604097, 'name': 'samsou_nette🙋\u200d♀️MissMarple🐈', 'username': 'NetteSamsou'}, 1525854749890859009: {'uid': 1525854749890859009, 'name': 'DZ CHAAB', 'username': 'DzChaab'}}",1,0,1,2022-07-06,1.0,#وهران_في_القلب,🇩🇿 ❤️ ❤️,1
116,hichem33600,encore le feu ,encore feu,2022-07-06 18:35:18+00:00,1544751861349089280,,0,https://twitter.com/hichem33600/status/1544751861349089280,6,0,fr,1,,,1,0,0,2022-07-06,1.0,#QJMO_2022 #Oran2022 #Algerie,🔥,1
117,GregDelhomel,medaille de bronze  https://t.co/x0asqlp8jx,medaill bronze https://t.co/x0asqlp8jx,2022-07-06 17:56:05+00:00,1544741990365073409,,0,https://twitter.com/GregDelhomel/status/1544741990365073409,1,0,fr,0,,,1,0,0,2022-07-06,1.0,#jeuxméditerranéens #oran2022,🥉,1
118,Corentin_Info,handball  finale 17h30  egypte 27-28 espagne,handball final 17h30 egypte 27 espagne,2022-07-06 17:02:20+00:00,1544728463461990401,,0,https://twitter.com/Corentin_Info/status/1544728463461990401,0,0,fr,0,,,1,0,0,2022-07-06,1.0,#Oran2022,🤾 🤾 🤾 🤾,3
119,Corentin_Info,handball (f)  finale 15h00  espagne 29-25 croatie,handball ( final 15h00 espagne 29 croatie,2022-07-06 17:02:10+00:00,1544728425478471680,,0,https://twitter.com/Corentin_Info/status/1544728425478471680,0,0,fr,0,,,1,0,0,2022-07-06,1.0,#Oran2022,🤾 🤾 🤾 🤾,3
120,IbersieneJugur2,"quelques heures seulement nous separent de la fin de cette magnifique 19 eme edition des jeux mediterraneens d'oran  bravo a tous, organisateurs, volontaires mais surtout au beau publique algerien  https://t.co/cadss7jbpo",quelque heure seulement separer fin ce magnifique 19 em edition jeu mediterraneen de bravo avoir tout organisateur volontaire surtout beau public algerien https://t.co/cadss7jbpo,2022-07-06 16:48:27+00:00,1544724971238445062,,0,https://twitter.com/IbersieneJugur2/status/1544724971238445062,5,0,fr,0,,,1,0,0,2022-07-06,1.0,#JMOran2022 #Algerie,🔥 👊 🔥 💚 ❤️,2
121,Kamel31001,une salle dans la salle avec ecran geant pour les echauffements  https://t.co/9ay4qictcy,salle salle ecran geant echauffement https://t.co/9ay4qictcy,2022-07-06 16:10:24+00:00,1544715396565143553,,0,https://twitter.com/Kamel31001/status/1544715396565143553,2,0,fr,0,,,1,0,0,2022-07-06,1.0,,,1
122,IbersieneJugur2,"bellache, joueur de l'equipe nationale olympique algerienne, signe son premier contrat professionnel avec clermont-foot  https://t.co/ovmft2vgq9",bellache joueur le national olympique algerienn signe premier contrat professionnel clermont https://t.co/ovmft2vgq9,2022-07-06 16:06:01+00:00,1544714293215731712,,0,https://twitter.com/IbersieneJugur2/status/1544714293215731712,16,0,fr,0,,"{1080638643570724866: {'uid': 1080638643570724866, 'name': 'Rayan 🇩🇿💫', 'username': 'WOO_BACK_BABY_'}, 1530968085406040064: {'uid': 1530968085406040064, 'name': 'GAOUAR Moussa', 'username': 'moussa_gaouar'}, 1485654115367727110: {'uid': 1485654115367727110, 'name': 'Imane0507', 'username': 'imane0507'}, 3368138789: {'uid': 3368138789, 'name': 'Le Hibou 🌐', 'username': 'lehibou003'}, 1128659693554085888: {'uid': 1128659693554085888, 'name': 'Imenkebir 🇩🇿', 'username': 'Imenkebir1'}, 745424954: {'uid': 745424954, 'name': 'Rahim lagarois', 'username': 'lagarois'}, 1105905933560045570: {'uid': 1105905933560045570, 'name': 'Ndz 🇩🇿', 'username': 'narimen19716357'}, 784348680686014464: {'uid': 784348680686014464, 'name': 'Maouche Rédha 🇩🇿', 'username': 'maouche_redha'}, 1246176546894819330: {'uid': 1246176546894819330, 'name': 'slahedji dinna', 'username': 'SlahedjiD'}, 1472562693957726211: {'uid': 1472562693957726211, 'name': 'Jug Club', 'username': 'IbersieneJugur2'}, 1462125435710488577: {'uid': 1462125435710488577, 'name': 'Fouz Bek 🇩🇿🇵🇸', 'username': 'fouz_bek'}, 1450899043962531842: {'uid': 1450899043962531842, 'name': 'MEHENNI Sofiane', 'username': 'SofianePress'}, 1354415808479436804: {'uid': 1354415808479436804, 'name': 'Hichem Fellahi', 'username': 'hichem33600'}}",1,0,1,2022-07-06,1.0,#JMOran2022 #Algerie,🔥 👊 🔥,1
123,IbersieneJugur2,"presque 5 heures avant le debut de la ceremonie de cloture des jeux mediterraneens d'oran, un monde fou devant le stade  #jmoran2022 https://t.co/t5cv6qc7oo",presque 5 heure avant debut ceremonie cloture jeu mediterraneen de monde fou devant stade # https://t.co/t5cv6qc7oo,2022-07-06 15:25:29+00:00,1544704092207042562,,0,https://twitter.com/IbersieneJugur2/status/1544704092207042562,11,1,fr,0,"{1354415808479436804: {'uid': 1354415808479436804, 'name': 'Hichem Fellahi', 'username': 'hichem33600', 'tweet_id': 1544704296352096258, 'tweet_text': '#QJMO_2022 https://t.co/6s3ImQn0sH'}}",,1,1,0,2022-07-06,1.0,#Algerie,🔥 👊 🔥,2
124,Kamel31001,aux sifflets  la paire  belkhiri hamidi  https://t.co/cbhgnjmyob,sifflet paire belkhiri hamidi https://t.co/cbhgnjmyob,2022-07-06 15:20:05+00:00,1544702734376509441,,0,https://twitter.com/Kamel31001/status/1544702734376509441,9,1,fr,0,"{1466048384746364936: {'uid': 1466048384746364936, 'name': 'Kamel🐦', 'username': 'Kamel31001', 'tweet_id': 1544706519027122179, 'tweet_text': 'RT @Hichem33600: #QJMO_2022'}, 1354415808479436804: {'uid': 1354415808479436804, 'name': 'Hichem Fellahi', 'username': 'hichem33600', 'tweet_id': 1544702901779632133, 'tweet_text': '#QJMO_2022 https://t.co/fi89Z7D0EQ'}}",,1,1,0,2022-07-06,1.0,,🇩🇿 🇪🇬 🇪🇸 🇬🇪 👉 🥇,1
125,Kamel31001,tout ce bruit c'est pour     finale  https://t.co/vkchogphds,bruit ce final https://t.co/vkchogphds,2022-07-06 15:03:59+00:00,1544698681336758273,,0,https://twitter.com/Kamel31001/status/1544698681336758273,9,2,fr,0,"{1047673874: {'uid': 1047673874, 'name': 'Аbdallah', 'username': 'AbdalaBouu', 'tweet_id': 1544714048616398854, 'tweet_text': 'الجمهور الرياضي الجزائري يعشق لعبة كرة اليد 👌\n\n#JMORAN2022 https://t.co/Rsdkj0SLIk'}, 1354415808479436804: {'uid': 1354415808479436804, 'name': 'Hichem Fellahi', 'username': 'hichem33600', 'tweet_id': 1544699880727318529, 'tweet_text': 'RT @TheZokerTv: الجماهير الجزائرية تشجع منتخب مصر مباشر من القاعة #ألعاب_البحر_الأبيض_المتوسط\n#Algerie #JMORAN2022 #Egypt\n#QJMO_2022 #الجزا…'}, 1046539797853085699: {'uid': 1046539797853085699, 'name': 'Zoker', 'username': 'TheZokerTv', 'tweet_id': 1544699289137516547, 'tweet_text': 'الجماهير الجزائرية تشجع منتخب مصر مباشر من القاعة #ألعاب_البحر_الأبيض_المتوسط\n#Algerie #JMORAN2022 #Egypt\n#QJMO_2022 #الجزائر #مصر\n#وهران_في_القلب\nو #تحيا_الجزائر\nHandball Finale https://t.co/NzMju5nVp2'}}",,1,1,0,2022-07-06,1.0,#Espagne,🇪🇬 👉 🥇,1
